qacc	sacc	pident	qcovs	ppos	evalue	bitscore	sseqid	stitle
A0A1D3PAW9	tr|A0A1D3SMY8|A0A1D3SMY8_PLAMA	72.727	43	90.91	0.18	32.3	tr|A0A1D3SMY8|A0A1D3SMY8_PLAMA	tr|A0A1D3SMY8|A0A1D3SMY8_PLAMA FPL domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_11044600 PE=4 SV=1
A0A1D3PAW9	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	38.095	44	55.95	5.15e-11	63.2	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	tr|A0A1D3PA95|A0A1D3PA95_PLAMA Histone deacetylase 2, putative OS=Plasmodium malariae OX=5858 GN=HDA2 PE=3 SV=1
A0A1D3PAW9	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	44.262	44	63.93	2.33e-09	57.8	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	tr|A0A1D3PA95|A0A1D3PA95_PLAMA Histone deacetylase 2, putative OS=Plasmodium malariae OX=5858 GN=HDA2 PE=3 SV=1
A0A1D3PAW9	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	35.106	44	47.87	7.14e-09	56.2	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	tr|A0A1D3PA95|A0A1D3PA95_PLAMA Histone deacetylase 2, putative OS=Plasmodium malariae OX=5858 GN=HDA2 PE=3 SV=1
A0A1D3PAW9	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	42.424	44	59.09	5.11e-08	53.5	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	tr|A0A1D3PA95|A0A1D3PA95_PLAMA Histone deacetylase 2, putative OS=Plasmodium malariae OX=5858 GN=HDA2 PE=3 SV=1
A0A1D3PAW9	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	42.647	44	55.88	5.77e-07	50.1	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	tr|A0A1D3PA95|A0A1D3PA95_PLAMA Histone deacetylase 2, putative OS=Plasmodium malariae OX=5858 GN=HDA2 PE=3 SV=1
A0A1D3PAW9	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	37.333	44	49.33	1.40e-06	48.9	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	tr|A0A1D3PA95|A0A1D3PA95_PLAMA Histone deacetylase 2, putative OS=Plasmodium malariae OX=5858 GN=HDA2 PE=3 SV=1
A0A1D3PAW9	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	41.791	44	58.21	1.43e-06	48.9	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	tr|A0A1D3PA95|A0A1D3PA95_PLAMA Histone deacetylase 2, putative OS=Plasmodium malariae OX=5858 GN=HDA2 PE=3 SV=1
A0A1D3PAW9	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	41.791	44	58.21	1.43e-06	48.9	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	tr|A0A1D3PA95|A0A1D3PA95_PLAMA Histone deacetylase 2, putative OS=Plasmodium malariae OX=5858 GN=HDA2 PE=3 SV=1
A0A1D3PAW9	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	41.791	44	58.21	1.43e-06	48.9	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	tr|A0A1D3PA95|A0A1D3PA95_PLAMA Histone deacetylase 2, putative OS=Plasmodium malariae OX=5858 GN=HDA2 PE=3 SV=1
A0A1D3PAW9	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	41.791	44	58.21	1.43e-06	48.9	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	tr|A0A1D3PA95|A0A1D3PA95_PLAMA Histone deacetylase 2, putative OS=Plasmodium malariae OX=5858 GN=HDA2 PE=3 SV=1
A0A1D3PAX0	tr|A0A1D3PAX0|A0A1D3PAX0_PLAMA	100.000	100	100.00	0.0	4148	tr|A0A1D3PAX0|A0A1D3PAX0_PLAMA	tr|A0A1D3PAX0|A0A1D3PAX0_PLAMA Aurora kinase OS=Plasmodium malariae OX=5858 GN=ARK2 PE=3 SV=1
A0A1D3PAX0	tr|A0A1D3TFL3|A0A1D3TFL3_PLAMA	34.317	13	51.66	1.15e-37	152	tr|A0A1D3TFL3|A0A1D3TFL3_PLAMA	tr|A0A1D3TFL3|A0A1D3TFL3_PLAMA Rac-beta serine/threonine protein kinase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_14080100 PE=4 SV=1
A0A1D3PAX0	tr|A0A1D3SP39|A0A1D3SP39_PLAMA	34.420	13	56.16	2.26e-34	139	tr|A0A1D3SP39|A0A1D3SP39_PLAMA	tr|A0A1D3SP39|A0A1D3SP39_PLAMA Calcium-dependent protein kinase 5, putative OS=Plasmodium malariae OX=5858 GN=CDPK5 PE=3 SV=1
A0A1D3PAX0	tr|A0A1D3PBV9|A0A1D3PBV9_PLAMA	35.606	13	53.03	3.19e-34	143	tr|A0A1D3PBV9|A0A1D3PBV9_PLAMA	tr|A0A1D3PBV9|A0A1D3PBV9_PLAMA Calcium-dependent protein kinase 7, putative OS=Plasmodium malariae OX=5858 GN=CDPK7 PE=3 SV=1
A0A1D3PAX0	tr|A0A1C3KA60|A0A1C3KA60_PLAMA	29.545	13	55.68	3.13e-33	135	tr|A0A1C3KA60|A0A1C3KA60_PLAMA	tr|A0A1C3KA60|A0A1C3KA60_PLAMA Calcium-dependent protein kinase 4, putative OS=Plasmodium malariae OX=5858 GN=CDPK4 PE=3 SV=1
A0A1D3PBX5	tr|A0A1D3PBX5|A0A1D3PBX5_PLAMA	100.000	100	100.00	0.0	625	tr|A0A1D3PBX5|A0A1D3PBX5_PLAMA	tr|A0A1D3PBX5|A0A1D3PBX5_PLAMA tRNA (guanine-N(7)-)-methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_09036500 PE=3 SV=1
A0A1D3PBX5	tr|A0A1D3TD27|A0A1D3TD27_PLAMA	24.096	27	50.60	0.039	33.9	tr|A0A1D3TD27|A0A1D3TD27_PLAMA	tr|A0A1D3TD27|A0A1D3TD27_PLAMA rRNA adenine N(6)-methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_13042600 PE=3 SV=1
A0A1D3PBX5	tr|A0A1D3JKD8|A0A1D3JKD8_PLAMA	33.333	16	56.25	0.11	32.7	tr|A0A1D3JKD8|A0A1D3JKD8_PLAMA	tr|A0A1D3JKD8|A0A1D3JKD8_PLAMA mRNA (guanine-N(7))-methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_01016500 PE=3 SV=1
A0A1D3PBX5	tr|A0A1A8VZD9|A0A1A8VZD9_PLAMA	33.898	20	49.15	0.13	32.3	tr|A0A1A8VZD9|A0A1A8VZD9_PLAMA	tr|A0A1A8VZD9|A0A1A8VZD9_PLAMA RNA methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_09054700 PE=3 SV=1
A0A1D3PBX5	tr|A0A1D3RHD0|A0A1D3RHD0_PLAMA	44.118	11	61.76	0.15	32.3	tr|A0A1D3RHD0|A0A1D3RHD0_PLAMA	tr|A0A1D3RHD0|A0A1D3RHD0_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_10013900 PE=4 SV=1
A0A1D3PC53	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	100.000	100	100.00	0.0	3229	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	tr|A0A1D3PC53|A0A1D3PC53_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPA2 PE=3 SV=1
A0A1D3PC53	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA	32.432	56	50.37	1.30e-51	199	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPC2 PE=3 SV=1
A0A1D3PC53	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA	38.764	56	55.62	1.99e-30	129	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPC2 PE=3 SV=1
A0A1D3PC53	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA	28.365	56	48.08	7.30e-11	65.9	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPC2 PE=3 SV=1
A0A1D3PC53	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA	27.746	56	49.71	2.40e-09	60.8	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPC2 PE=3 SV=1
A0A1D3PC53	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA	38.372	50	54.65	1.38e-29	127	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPB2 PE=3 SV=1
A0A1D3PC53	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA	51.456	50	66.02	2.91e-26	116	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPB2 PE=3 SV=1
A0A1D3PC53	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA	41.538	50	61.54	1.49e-24	110	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPB2 PE=3 SV=1
A0A1D3PC53	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA	23.636	50	44.24	3.50e-07	53.5	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPB2 PE=3 SV=1
A0A1D3PC53	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA	22.176	50	43.10	5.29e-07	53.1	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPB2 PE=3 SV=1
A0A1D3PC53	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA	49.254	15	55.22	1.85e-11	67.4	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=rpoB PE=3 SV=1
A0A1D3PC53	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA	42.105	15	61.40	2.29e-04	44.3	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=rpoB PE=3 SV=1
A0A1D3PC53	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA	32.353	15	52.94	0.60	33.1	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=rpoB PE=3 SV=1
A0A1D3PC53	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA	36.170	15	55.32	1.1	32.3	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=rpoB PE=3 SV=1
A0A1D3PC53	tr|A0A1D3TDX6|A0A1D3TDX6_PLAMA	31.667	3	46.67	0.23	34.7	tr|A0A1D3TDX6|A0A1D3TDX6_PLAMA	tr|A0A1D3TDX6|A0A1D3TDX6_PLAMA DEAD/DEAH box ATP-dependent RNA helicase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_14019300 PE=4 SV=1
A0A1D3PC73	tr|A0A1D3PC73|A0A1D3PC73_PLAMA	100.000	100	100.00	0.0	1057	tr|A0A1D3PC73|A0A1D3PC73_PLAMA	tr|A0A1D3PC73|A0A1D3PC73_PLAMA RNA-splicing ligase RtcB homolog OS=Plasmodium malariae OX=5858 GN=RTCB PE=3 SV=1
A0A1D3PC73	tr|A0A1A8WCV8|A0A1A8WCV8_PLAMA	28.661	87	43.10	2.05e-33	131	tr|A0A1A8WCV8|A0A1A8WCV8_PLAMA	tr|A0A1A8WCV8|A0A1A8WCV8_PLAMA 3'-phosphate/5'-hydroxy nucleic acid ligase OS=Plasmodium malariae OX=5858 GN=PmUG01_14056300 PE=3 SV=1
A0A1D3PC73	tr|A0A1D3PCF6|A0A1D3PCF6_PLAMA	20.741	27	43.70	1.8	29.3	tr|A0A1D3PCF6|A0A1D3PCF6_PLAMA	tr|A0A1D3PCF6|A0A1D3PCF6_PLAMA 26S proteasome regulatory subunit RPN7, putative OS=Plasmodium malariae OX=5858 GN=RPN7 PE=4 SV=1
A0A1D3PC73	tr|A0A1D3SPF2|A0A1D3SPF2_PLAMA	25.600	24	39.20	2.3	29.3	tr|A0A1D3SPF2|A0A1D3SPF2_PLAMA	tr|A0A1D3SPF2|A0A1D3SPF2_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12038800 PE=4 SV=1
A0A1D3PC73	tr|A0A1D3SQB1|A0A1D3SQB1_PLAMA	37.838	7	64.86	3.6	28.9	tr|A0A1D3SQB1|A0A1D3SQB1_PLAMA	tr|A0A1D3SQB1|A0A1D3SQB1_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12066500 PE=4 SV=1
A0A1D3RHI7	tr|A0A1D3RHI7|A0A1D3RHI7_PLAMA	100.000	100	100.00	0.0	1995	tr|A0A1D3RHI7|A0A1D3RHI7_PLAMA	tr|A0A1D3RHI7|A0A1D3RHI7_PLAMA DNA replication licensing factor MCM3 OS=Plasmodium malariae OX=5858 GN=MCM3 PE=3 SV=1
A0A1D3RHI7	tr|A0A1A8WER0|A0A1A8WER0_PLAMA	30.236	66	46.61	7.45e-67	241	tr|A0A1A8WER0|A0A1A8WER0_PLAMA	tr|A0A1A8WER0|A0A1A8WER0_PLAMA DNA replication licensing factor MCM2 OS=Plasmodium malariae OX=5858 GN=MCM2 PE=3 SV=1
A0A1D3RHI7	tr|A0A1C3KEJ8|A0A1C3KEJ8_PLAMA	34.848	53	54.11	1.59e-65	233	tr|A0A1C3KEJ8|A0A1C3KEJ8_PLAMA	tr|A0A1C3KEJ8|A0A1C3KEJ8_PLAMA DNA helicase OS=Plasmodium malariae OX=5858 GN=MCM5 PE=3 SV=1
A0A1D3RHI7	tr|A0A1C3KEJ8|A0A1C3KEJ8_PLAMA	30.556	53	52.78	1.5	30.8	tr|A0A1C3KEJ8|A0A1C3KEJ8_PLAMA	tr|A0A1C3KEJ8|A0A1C3KEJ8_PLAMA DNA helicase OS=Plasmodium malariae OX=5858 GN=MCM5 PE=3 SV=1
A0A1D3RHI7	tr|A0A1D3TEE4|A0A1D3TEE4_PLAMA	32.301	43	51.55	4.71e-64	232	tr|A0A1D3TEE4|A0A1D3TEE4_PLAMA	tr|A0A1D3TEE4|A0A1D3TEE4_PLAMA DNA replication licensing factor MCM4 OS=Plasmodium malariae OX=5858 GN=MCM4 PE=3 SV=1
A0A1D3RHI7	tr|A0A1A8VNS9|A0A1A8VNS9_PLAMA	38.580	41	56.48	3.95e-60	219	tr|A0A1A8VNS9|A0A1A8VNS9_PLAMA	tr|A0A1A8VNS9|A0A1A8VNS9_PLAMA DNA helicase OS=Plasmodium malariae OX=5858 GN=MCM7 PE=3 SV=1
A0A1D3RHI7	tr|A0A1A8VNS9|A0A1A8VNS9_PLAMA	29.333	41	50.67	0.55	32.3	tr|A0A1A8VNS9|A0A1A8VNS9_PLAMA	tr|A0A1A8VNS9|A0A1A8VNS9_PLAMA DNA helicase OS=Plasmodium malariae OX=5858 GN=MCM7 PE=3 SV=1
A0A1D3RIX5	tr|A0A1D3RIX5|A0A1D3RIX5_PLAMA	100.000	100	100.00	0.0	1225	tr|A0A1D3RIX5|A0A1D3RIX5_PLAMA	tr|A0A1D3RIX5|A0A1D3RIX5_PLAMA Probable tRNA N6-adenosine threonylcarbamoyltransferase OS=Plasmodium malariae OX=5858 GN=KAE1 PE=3 SV=1
A0A1D3RIX5	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA	33.333	44	55.56	1.94e-04	42.7	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA tRNA N6-adenosine threonylcarbamoyltransferase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_03018900 PE=4 SV=1
A0A1D3RIX5	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA	41.176	44	54.90	0.033	35.4	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA tRNA N6-adenosine threonylcarbamoyltransferase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_03018900 PE=4 SV=1
A0A1D3RIX5	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA	24.638	44	48.55	1.2	30.4	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA tRNA N6-adenosine threonylcarbamoyltransferase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_03018900 PE=4 SV=1
A0A1D3RIX5	tr|A0A1D3SNZ6|A0A1D3SNZ6_PLAMA	24.022	28	45.81	0.051	35.0	tr|A0A1D3SNZ6|A0A1D3SNZ6_PLAMA	tr|A0A1D3SNZ6|A0A1D3SNZ6_PLAMA Protein kinase PK4, putative OS=Plasmodium malariae OX=5858 GN=PK4 PE=4 SV=1
A0A1D3RIX5	tr|A0A1D3RHR8|A0A1D3RHR8_PLAMA	25.581	19	41.86	1.2	30.4	tr|A0A1D3RHR8|A0A1D3RHR8_PLAMA	tr|A0A1D3RHR8|A0A1D3RHR8_PLAMA Structural maintenance of chromosomes protein 6, putative OS=Plasmodium malariae OX=5858 GN=SMC6 PE=4 SV=1
A0A1D3RIX5	tr|A0A1D3JLS4|A0A1D3JLS4_PLAMA	50.000	4	69.23	4.1	28.5	tr|A0A1D3JLS4|A0A1D3JLS4_PLAMA	tr|A0A1D3JLS4|A0A1D3JLS4_PLAMA Pv-fam-d protein OS=Plasmodium malariae OX=5858 GN=PmUG01_05041800 PE=4 SV=1
A0A1D3SMI1	tr|A0A1D3SMI1|A0A1D3SMI1_PLAMA	100.000	100	100.00	0.0	2059	tr|A0A1D3SMI1|A0A1D3SMI1_PLAMA	tr|A0A1D3SMI1|A0A1D3SMI1_PLAMA DNA replication licensing factor MCM6 OS=Plasmodium malariae OX=5858 GN=MCM6 PE=3 SV=1
A0A1D3SMI1	tr|A0A1A8VNS9|A0A1A8VNS9_PLAMA	33.979	56	54.75	9.87e-90	303	tr|A0A1A8VNS9|A0A1A8VNS9_PLAMA	tr|A0A1A8VNS9|A0A1A8VNS9_PLAMA DNA helicase OS=Plasmodium malariae OX=5858 GN=MCM7 PE=3 SV=1
A0A1D3SMI1	tr|A0A1A8WER0|A0A1A8WER0_PLAMA	31.642	62	48.81	1.05e-86	298	tr|A0A1A8WER0|A0A1A8WER0_PLAMA	tr|A0A1A8WER0|A0A1A8WER0_PLAMA DNA replication licensing factor MCM2 OS=Plasmodium malariae OX=5858 GN=MCM2 PE=3 SV=1
A0A1D3SMI1	tr|A0A1C3KEJ8|A0A1C3KEJ8_PLAMA	37.247	49	56.28	8.86e-86	291	tr|A0A1C3KEJ8|A0A1C3KEJ8_PLAMA	tr|A0A1C3KEJ8|A0A1C3KEJ8_PLAMA DNA helicase OS=Plasmodium malariae OX=5858 GN=MCM5 PE=3 SV=1
A0A1D3SMI1	tr|A0A1D3TEE4|A0A1D3TEE4_PLAMA	33.475	52	52.97	6.97e-71	253	tr|A0A1D3TEE4|A0A1D3TEE4_PLAMA	tr|A0A1D3TEE4|A0A1D3TEE4_PLAMA DNA replication licensing factor MCM4 OS=Plasmodium malariae OX=5858 GN=MCM4 PE=3 SV=1
A0A1D3SMI1	tr|A0A1D3TEE4|A0A1D3TEE4_PLAMA	32.000	52	57.33	0.012	38.1	tr|A0A1D3TEE4|A0A1D3TEE4_PLAMA	tr|A0A1D3TEE4|A0A1D3TEE4_PLAMA DNA replication licensing factor MCM4 OS=Plasmodium malariae OX=5858 GN=MCM4 PE=3 SV=1
A0A1D3SML1	tr|A0A1D3SML1|A0A1D3SML1_PLAMA	100.000	100	100.00	0.0	890	tr|A0A1D3SML1|A0A1D3SML1_PLAMA	tr|A0A1D3SML1|A0A1D3SML1_PLAMA Adenylosuccinate synthetase OS=Plasmodium malariae OX=5858 GN=ADSS PE=3 SV=1
A0A1D3SML1	tr|A0A1D3PCJ3|A0A1D3PCJ3_PLAMA	30.864	18	43.21	1.2	30.0	tr|A0A1D3PCJ3|A0A1D3PCJ3_PLAMA	tr|A0A1D3PCJ3|A0A1D3PCJ3_PLAMA Apical membrane antigen 1, putative OS=Plasmodium malariae OX=5858 GN=AMA1 PE=3 SV=1
A0A1D3SML1	tr|A0A1D3PCF8|A0A1D3PCF8_PLAMA	36.538	12	53.85	1.4	28.1	tr|A0A1D3PCF8|A0A1D3PCF8_PLAMA	tr|A0A1D3PCF8|A0A1D3PCF8_PLAMA Dynein light chain, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_09056000 PE=4 SV=1
A0A1D3SML1	tr|A0A1D3PCN5|A0A1D3PCN5_PLAMA	25.532	20	45.74	2.2	28.9	tr|A0A1D3PCN5|A0A1D3PCN5_PLAMA	tr|A0A1D3PCN5|A0A1D3PCN5_PLAMA RAP protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_09032800 PE=4 SV=1
A0A1D3SML1	tr|A0A1D3TFA0|A0A1D3TFA0_PLAMA	33.333	16	45.83	2.6	28.9	tr|A0A1D3TFA0|A0A1D3TFA0_PLAMA	tr|A0A1D3TFA0|A0A1D3TFA0_PLAMA DUF4821 domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_14070000 PE=4 SV=1
A0A1D3SMV6	tr|A0A1D3SMV6|A0A1D3SMV6_PLAMA	100.000	100	100.00	0.0	1786	tr|A0A1D3SMV6|A0A1D3SMV6_PLAMA	tr|A0A1D3SMV6|A0A1D3SMV6_PLAMA Threonylcarbamoyladenosine tRNA methylthiotransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_11041400 PE=3 SV=1
A0A1D3SMV6	tr|A0A1D3TD67|A0A1D3TD67_PLAMA	34.545	6	50.91	0.98	31.2	tr|A0A1D3TD67|A0A1D3TD67_PLAMA	tr|A0A1D3TD67|A0A1D3TD67_PLAMA DnaJ protein OS=Plasmodium malariae OX=5858 GN=PmUG01_13047100 PE=4 SV=1
A0A1D3SMV6	tr|A0A1D3SP18|A0A1D3SP18_PLAMA	45.652	5	52.17	1.1	31.2	tr|A0A1D3SP18|A0A1D3SP18_PLAMA	tr|A0A1D3SP18|A0A1D3SP18_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12025300 PE=4 SV=1
A0A1D3SMV6	tr|A0A1D3JMM7|A0A1D3JMM7_PLAMA	44.118	4	58.82	3.8	29.6	tr|A0A1D3JMM7|A0A1D3JMM7_PLAMA	tr|A0A1D3JMM7|A0A1D3JMM7_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_07034300 PE=4 SV=1
A0A1D3SMV6	tr|A0A1D3TF65|A0A1D3TF65_PLAMA	32.787	7	57.38	7.0	28.9	tr|A0A1D3TF65|A0A1D3TF65_PLAMA	tr|A0A1D3TF65|A0A1D3TF65_PLAMA WD repeat-containing protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_14063100 PE=4 SV=1
A0A1D3SNT6	tr|A0A1D3SNT6|A0A1D3SNT6_PLAMA	100.000	100	100.00	0.0	2142	tr|A0A1D3SNT6|A0A1D3SNT6_PLAMA	tr|A0A1D3SNT6|A0A1D3SNT6_PLAMA Putative rRNA methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_11031500 PE=3 SV=1
A0A1D3SNT6	tr|A0A1D3TE35|A0A1D3TE35_PLAMA	29.557	19	51.72	3.07e-17	81.3	tr|A0A1D3TE35|A0A1D3TE35_PLAMA	tr|A0A1D3TE35|A0A1D3TE35_PLAMA Ribosomal RNA methyltransferase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_14026300 PE=3 SV=1
A0A1D3SNT6	tr|A0A1A8VSY1|A0A1A8VSY1_PLAMA	42.222	18	61.11	6.84e-14	74.3	tr|A0A1A8VSY1|A0A1A8VSY1_PLAMA	tr|A0A1A8VSY1|A0A1A8VSY1_PLAMA Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_07020200 PE=3 SV=1
A0A1D3SNT6	tr|A0A1A8VSY1|A0A1A8VSY1_PLAMA	30.457	18	39.59	2.89e-13	72.4	tr|A0A1A8VSY1|A0A1A8VSY1_PLAMA	tr|A0A1A8VSY1|A0A1A8VSY1_PLAMA Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_07020200 PE=3 SV=1
A0A1D3SNT6	tr|A0A1D3JKQ8|A0A1D3JKQ8_PLAMA	26.119	12	44.78	0.011	38.1	tr|A0A1D3JKQ8|A0A1D3JKQ8_PLAMA	tr|A0A1D3JKQ8|A0A1D3JKQ8_PLAMA FtsJ domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_02018100 PE=4 SV=1
A0A1D3SNT6	tr|A0A1D3PAF6|A0A1D3PAF6_PLAMA	32.836	6	64.18	0.098	35.0	tr|A0A1D3PAF6|A0A1D3PAF6_PLAMA	tr|A0A1D3PAF6|A0A1D3PAF6_PLAMA Microtubule and actin binding protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_08034400 PE=4 SV=1
A0A1D3SPX3	tr|A0A1D3SPX3|A0A1D3SPX3_PLAMA	100.000	100	100.00	0.0	692	tr|A0A1D3SPX3|A0A1D3SPX3_PLAMA	tr|A0A1D3SPX3|A0A1D3SPX3_PLAMA Glyceraldehyde-3-phosphate dehydrogenase OS=Plasmodium malariae OX=5858 GN=GAPDH PE=3 SV=1
A0A1D3SPX3	tr|A0A1D3JJM1|A0A1D3JJM1_PLAMA	42.857	6	71.43	1.8	28.9	tr|A0A1D3JJM1|A0A1D3JJM1_PLAMA	tr|A0A1D3JJM1|A0A1D3JJM1_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_04028600 PE=4 SV=1
A0A1D3SPX3	tr|A0A1A8WWN6|A0A1A8WWN6_PLAMA	31.915	14	48.94	3.6	27.7	tr|A0A1A8WWN6|A0A1A8WWN6_PLAMA	tr|A0A1A8WWN6|A0A1A8WWN6_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_10036000 PE=4 SV=1
